,objid,ra,dec,g-i,u-g,u-z,g-z,g-r,concentration_index,photo_z,frac_dev,host_galaxy,distance,axis_ratio,category,radius,magnitude,u_mag,g_mag,i_mag,r_mag,z_mag,link
10,588017570847391905,188.8762385,12.64007674,0.939527,1.287144,2.395542,1.108398,0.63307,0.4619626908,0.059338,0.517415,NGC4552,15.33,0.999766,Known galaxies,20.20749017,-12.21088377,20.637041,19.349897,18.41037,18.716827,18.241499,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017570847391905
11,588017703471153243,188.9051994,12.38203978,1.160333,1.788476,3.253557,1.465081,0.765447,0.3577558606,0.044517,0.757839,NGC4552,15.33,0.8827,Known galaxies,313.0682543,-16.69749177,16.784142,14.995666,13.835333,14.230219,13.530585,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471153243
12,588017726012129348,187.3760394,7.99286113,1.192432,1.86068,3.352964,1.492284,0.785774,0.3497189518,0.038038,0.759826,NGC4472,17.14,0.771505,Known galaxies,495.920243,-17.21555809,16.60095,14.74027,13.547838,13.954496,13.247986,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012129348
13,588017726012129381,187.3958109,8.05800197,1.256372,2.009367,3.58402,1.574653,0.844076,0.3628924429,0.060326,0.809103,NGC4472,17.14,0.910708,Known galaxies,191.4190804,-15.99851509,18.024982,16.015615,14.759243,15.171539,14.440962,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012129381
14,588017729763213506,187.5752156,7.8402694,0.962132,1.64044,2.839617,1.199177,0.630636,0.351685703,0.055166,1.0,NGC4472,17.14,0.99947,Known galaxies,52.30395178,-12.58434309,20.856787,19.216347,18.254215,18.585711,18.01717,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763213506
15,588010360162091054,184.8461922,5.79484358,1.216826,1.938529,3.45396,1.515431,0.797185,0.3427191107,0.051896,0.83499,NGC4261,29.4,0.914087,Known galaxies,375.266909,-17.90581965,17.171631,15.233102,14.016276,14.435917,13.717671,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010360162091054
16,587726032268951674,226.642798,1.55880052,1.283459,2.034717,3.671686,1.636969,0.845967,0.3585368461,0.05843,0.9552,NGC5846,28.5,0.777532,Known galaxies,196.1913409,-17.2632553,17.891653,15.856936,14.573477,15.010969,14.219967,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587726032268951674
17,588017978351485028,171.2280698,38.77902608,1.240496,1.812065,3.356766,1.544701,0.837794,0.4523732849,0.055148,0.732797,NGC3665,26.3,0.939718,Known galaxies,49.80963152,-13.71045474,21.039183,19.227118,17.986622,18.389324,17.682417,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017978351485028
18,588017703470694425,187.7427535,12.37813432,1.330405,1.912096,3.544756,1.63266,0.915953,0.3555263832,0.08249,1.0,NGC4486,16.4,0.473479,Contaminant,156.2623745,-13.76715524,20.135113,18.223017,16.892612,17.307064,16.590357,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470694425
19,588017703470629035,187.662564,12.37274491,1.366151,1.724267,3.398057,1.67379,0.943899,0.4549838469,0.112495,0.501845,NGC4486,16.4,0.78633,Contaminant,205.4771229,-13.98877224,19.753613,18.029346,16.663195,17.085447,16.355556,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470629035
20,588017566027677803,187.3190782,12.10408155,1.409294,1.975101,3.724159,1.749058,0.976625,0.306648373,0.096299,1.0,NGC4486,16.4,0.791153,Contaminant,209.5854624,-15.22675324,18.799192,16.824091,15.414797,15.847466,15.075033,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566027677803
21,588017566027808847,187.6096829,12.10404898,1.311033,1.99215,3.704697,1.712547,0.921835,0.3653560454,0.08911,1.0,NGC4486,16.4,0.83431,Contaminant,96.44336502,-13.62851024,20.359694,18.367544,17.056511,17.445709,16.654997,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566027808847
22,588017703470497984,187.315556,12.30924202,1.30896,1.788626,3.428694,1.640068,0.898466,0.3374220014,0.086298,1.0,NGC4486,16.4,0.587718,Contaminant,126.8993779,-13.83899724,19.922314,18.133688,16.824728,17.235222,16.49362,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470497984
23,588017704007565398,187.7866036,12.76492643,1.448696,2.013291,3.798604,1.785313,0.978618,0.3081309725,0.091352,1.0,NGC4486,16.4,0.369167,Contaminant,232.4771059,-14.27134324,19.794785,17.781494,16.332798,16.802876,15.996181,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007565398
24,588017566027677789,187.3040701,12.11081206,1.415685,2.133932,3.876996,1.743064,0.965949,0.3036503713,0.093266,1.0,NGC4486,16.4,0.917582,Contaminant,196.7572498,-14.93313124,19.240969,17.107037,15.691352,16.141088,15.363973,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566027677789
25,588017566564614321,187.5422009,12.56664284,1.115324,1.687511,3.045542,1.358031,0.754469,0.403324313,0.052721,0.996861,NGC4486,16.4,0.93587,Contaminant,65.3106522,-13.54563724,19.970562,18.283051,17.167727,17.528582,16.92502,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566564614321
26,588017566564679873,187.6789184,12.53960557,1.327343,1.855133,3.484455,1.629322,0.90772,0.414293582,0.08346,0.834597,NGC4486,16.4,0.532142,Contaminant,186.8258581,-13.91565524,19.921417,18.066284,16.738941,17.158564,16.436962,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566564679873
27,588017702933758080,187.5502347,11.90788217,1.233976,1.751225,3.277469,1.526244,0.836229,0.3456864881,0.064533,1.0,NGC4486,16.4,0.785871,Contaminant,223.9769103,-14.56828524,19.093388,17.342163,16.108187,16.505934,15.815919,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933758080
28,588017702933758085,187.557884,11.93961158,1.278313,1.837112,3.410999,1.573887,0.868462,0.3276442041,0.066301,1.0,NGC4486,16.4,0.622839,Contaminant,318.371635,-13.79240124,19.987392,18.15028,16.871967,17.281818,16.576393,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933758085
29,588017702933954768,188.0758592,12.03384886,1.313083,1.973417,3.599584,1.626167,0.91708,0.3837419556,0.084943,1.0,NGC4486,16.4,0.838495,Contaminant,92.91918844,-13.64448624,20.32023,18.346813,17.03373,17.429733,16.720646,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933954768
30,588017703470563357,187.4383621,12.32884977,1.065312,1.661974,2.948819,1.286845,0.694132,0.3985747966,0.058688,0.621595,NGC4486,16.4,0.591784,Contaminant,188.4687712,-13.51667624,19.913649,18.251675,17.186363,17.557543,16.96483,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470563357
31,588017703470760155,188.0121114,12.37337194,1.249729,1.878701,3.427966,1.549265,0.870491,0.3974822945,0.071274,0.856563,NGC4486,16.4,0.531127,Contaminant,141.8398502,-14.40256024,19.420851,17.54215,16.292421,16.671659,15.992885,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470760155
32,588017566027677806,187.3243048,12.23100971,1.239149,1.618206,3.182039,1.563833,0.862568,0.3531743713,0.097458,1.0,NGC4486,16.4,0.809348,Contaminant,162.3107374,-13.57194224,19.983051,18.364845,17.125696,17.502277,16.801012,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566027677806
33,588017566028005512,188.0784255,12.23655531,1.429759,1.926645,3.728985,1.80234,0.981813,0.3202837261,0.10019,0.922936,NGC4486,16.4,0.68905,Contaminant,407.1218081,-15.60045824,18.382219,16.455574,15.025815,15.473761,14.653234,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566028005512
34,588017566564548729,187.3537941,12.69216096,1.332674,1.757767,3.422374,1.664607,0.859028,0.346798264,0.076831,0.53697,NGC4486,16.4,0.54533,Contaminant,344.4200697,-15.06919724,18.621817,16.86405,15.531376,16.005022,15.199443,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566564548729
35,588017566564614311,187.5253821,12.69218242,1.198919,1.661808,3.197519,1.535711,0.828289,0.3648056975,0.082876,1.0,NGC4486,16.4,0.733032,Contaminant,191.4641471,-13.48463324,20.079683,18.417875,17.218956,17.589586,16.882164,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566564614311
36,588017566564810829,187.9090734,12.66796985,1.424263,1.931606,3.703689,1.772083,0.983385,0.3358812026,0.10304,1.0,NGC4486,16.4,0.867491,Contaminant,310.4339687,-14.74981524,19.239395,17.307789,15.883526,16.324404,15.535706,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566564810829
37,588017566564876395,188.0646364,12.52867852,1.169905,1.225824,2.630382,1.404558,0.72739,0.4388047349,0.134972,0.939526,NGC4486,16.4,0.845242,Contaminant,108.652496,-13.52175724,19.505676,18.279852,17.109947,17.552462,16.875294,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566564876395
38,588017702933758146,187.6431601,11.98817118,1.163971,1.591643,3.022187,1.430544,0.781029,0.3547943252,0.07058,0.934219,NGC4486,16.4,0.871189,Contaminant,124.7262616,-13.92071624,19.526175,17.934532,16.770561,17.153503,16.503988,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933758146
39,588017702933823647,187.7783599,11.96286619,1.296887,1.908136,3.517188,1.609052,0.885121,0.3576744548,0.067678,0.944309,NGC4486,16.4,0.31935,Contaminant,138.0228464,-14.40448824,19.462988,17.554852,16.257965,16.669731,15.9458,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933823647
40,588017702933823687,187.8553365,11.98211182,1.35597,1.607101,3.318161,1.71106,0.883377,0.3505031738,0.098371,0.51136,NGC4486,16.4,0.381448,Contaminant,305.1617149,-14.22531924,19.339378,17.732277,16.376307,16.8489,16.021217,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933823687
41,588017703470628956,187.5635282,12.39710078,1.349224,1.859162,3.521717,1.662555,0.91727,0.3145380823,0.084467,1.0,NGC4486,16.4,0.717622,Contaminant,238.8883499,-15.14060224,18.710049,16.850887,15.501663,15.933617,15.188332,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470628956
42,588017703470825513,188.064294,12.3035085,1.206827,1.803125,3.316334,1.513209,0.838568,0.3773624074,0.066123,0.908552,NGC4486,16.4,0.586251,Contaminant,136.2825547,-13.44259124,20.273321,18.470196,17.263369,17.631628,16.956987,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470825513
43,588017703470825627,188.1517779,12.41159449,1.113976,1.672468,3.056816,1.384348,0.775671,0.3400216543,0.066791,1.0,NGC4486,16.4,0.659438,Contaminant,67.55702756,-13.78944224,19.732916,18.060448,16.946472,17.284777,16.6761,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470825627
44,588017704007565371,187.7182985,12.7499447,1.345702,1.901188,3.540503,1.639315,0.935175,0.3644511161,0.095156,0.758568,NGC4486,16.4,0.308346,Contaminant,139.7235554,-13.68373124,20.226851,18.325663,16.979961,17.390488,16.686348,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007565371
45,588017704007565388,187.7823985,12.74325413,1.280071,1.529735,3.092115,1.56238,0.838991,0.4089047505,0.116199,0.83984,NGC4486,16.4,0.548253,Contaminant,157.3086918,-13.71520824,19.727737,18.198002,16.917931,17.359011,16.635622,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007565388
46,588017566027612280,187.2575623,12.27276547,1.395416,1.952515,3.683463,1.730948,0.958759,0.3210651289,0.090284,1.0,NGC4486,16.4,0.879719,Contaminant,297.3475888,-15.04110924,18.944384,16.991869,15.596453,16.03311,15.260921,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566027612280
47,588017702933692590,187.458085,12.03981194,1.297315,1.980976,3.58989,1.608914,0.867226,0.3364669154,0.051622,1.0,NGC4486,16.4,0.714038,Contaminant,321.3925168,-15.64069024,18.281731,16.300755,15.00344,15.433529,14.691841,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933692590
48,588017702933758089,187.5740862,12.01541695,1.415434,1.994814,3.769169,1.774355,0.94842,0.3773537563,0.07625,0.694082,NGC4486,16.4,0.345246,Contaminant,179.024957,-13.93773724,20.079716,18.084902,16.669468,17.136482,16.310547,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933758089
49,588017703470497957,187.256128,12.29232818,1.315336,1.968437,3.613933,1.645496,0.926279,0.3985421016,0.088958,0.908154,NGC4486,16.4,0.709487,Contaminant,114.7710345,-13.53708324,20.431852,18.463415,17.148079,17.537136,16.817919,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470497957
50,588017703470825612,188.1272181,12.47913069,1.379113,2.007712,3.712299,1.704587,0.954383,0.3204522895,0.089044,1.0,NGC4486,16.4,0.773828,Contaminant,195.5267616,-14.87866024,19.157654,17.149942,15.770829,16.195559,15.445355,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470825612
51,588017704007630949,187.8802612,12.80201029,1.370231,1.929646,3.588213,1.658567,0.939706,0.3640034187,0.093566,1.0,NGC4486,16.4,0.544061,Contaminant,98.97629737,-13.40608224,20.537489,18.607843,17.237612,17.668137,16.949276,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007630949
52,588017704007630988,187.9850398,12.76317234,1.334419,1.812736,3.461031,1.648295,0.935339,0.3850045892,0.102494,1.0,NGC4486,16.4,0.42155,Contaminant,70.66847062,-13.28145824,20.540836,18.7281,17.393681,17.792761,17.079805,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007630988
53,588017702398263409,190.8939816,11.45758707,1.325834,1.862814,3.510666,1.647852,0.931501,0.3394879253,0.094876,1.0,NGC4649,17.38,0.690413,Contaminant,179.1816361,-14.40373386,19.59083,17.728016,16.402182,16.796515,16.080164,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702398263409
54,588017569774633047,191.1344967,11.6466324,1.360083,1.898342,3.621687,1.723345,0.952853,0.3188865528,0.098826,1.0,NGC4649,17.38,0.670253,Contaminant,160.8936274,-13.49762586,20.553818,18.655476,17.295393,17.702623,16.932131,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017569774633047
55,588017570311438402,191.0570037,12.02202688,1.359011,1.978909,3.651957,1.673048,0.9401,0.3373439894,0.086667,1.0,NGC4649,17.38,0.68431,Contaminant,308.1904559,-14.46128886,19.657969,17.67906,16.320049,16.73896,16.006012,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017570311438402
56,588017702935265359,191.0698366,11.85753717,1.374344,2.079512,3.780152,1.70064,0.92451,0.3185033441,0.077611,1.0,NGC4649,17.38,0.656978,Contaminant,266.8625609,-15.57654886,18.627722,16.54821,15.173866,15.6237,14.84757,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702935265359
57,588017569237499969,190.4891843,11.3823025,1.378157,1.733145,3.422434,1.689289,0.973532,0.3191008042,0.121825,1.0,NGC4649,17.38,0.926543,Contaminant,151.8335887,-14.04822186,19.858704,18.125559,16.747402,17.152027,16.43627,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017569237499969
58,588017569237631006,190.8405128,11.20339493,1.087553,1.425951,2.834935,1.408984,0.703027,0.3827751998,0.064366,0.755327,NGC4649,17.38,0.470933,Contaminant,332.5119365,-15.83375286,17.495474,16.069523,14.98197,15.366496,14.660539,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017569237631006
59,588017569774567635,191.0892961,11.73707752,0.94219,1.220867,2.375418,1.154551,0.607296,0.4290553329,0.087896,0.547349,NGC4649,17.38,0.657095,Contaminant,197.3258014,-13.91603486,19.112377,17.89151,16.94932,17.284214,16.736959,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017569774567635
60,588017702935134320,190.8180867,11.92768912,1.29382,1.969017,3.580876,1.611859,0.893273,0.4039561402,0.072484,1.0,NGC4649,17.38,0.80437,Contaminant,173.3738045,-14.12715386,19.935385,17.966368,16.672548,17.073095,16.354509,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702935134320
61,588017702935199870,191.0098471,11.93710572,1.369942,1.637453,3.337614,1.700161,0.924566,0.3180880087,0.121726,1.0,NGC4649,17.38,0.472256,Contaminant,214.2899179,-13.86422886,19.898039,18.260586,16.890644,17.33602,16.560425,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702935199870
62,588017702935330930,191.2908144,11.83341894,1.239735,1.704628,3.236012,1.531384,0.853037,0.3804962304,0.080492,1.0,NGC4649,17.38,0.939021,Contaminant,208.8995977,-13.93960386,19.81831,18.113682,16.873947,17.260645,16.582298,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702935330930
63,588017992831402141,190.8854467,11.11951955,1.161154,1.441719,2.892942,1.451223,0.767963,0.3313736481,0.098191,0.983593,NGC4649,17.38,0.933372,Contaminant,207.4389192,-14.22051786,19.189413,17.747694,16.58654,16.979731,16.296471,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017992831402141
64,588017571115761899,188.8145478,12.48585307,1.377342,1.819876,3.57639,1.756514,0.92568,0.3466190247,0.083836,0.919961,NGC4552,15.33,0.737077,Contaminant,142.094855,-14.21505877,19.458208,17.638332,16.26099,16.712652,15.881818,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571115761899
65,588017571384328359,189.0204263,12.92477858,1.394587,2.057903,3.784279,1.726376,0.969345,0.3295991803,0.094911,1.0,NGC4552,15.33,0.977146,Contaminant,209.0376579,-14.16222877,19.79273,17.734827,16.34024,16.765482,16.008451,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328359
66,588017566565138564,188.6687897,12.54454065,1.380477,1.863014,3.597571,1.734557,0.949116,0.3063399359,0.095932,1.0,NGC4552,15.33,0.565574,Contaminant,266.2029706,-14.79506277,18.944778,17.081764,15.701287,16.132648,15.347207,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566565138564
67,588017571384328344,189.0035212,12.93608747,1.314026,1.877331,3.48686,1.609529,0.90775,0.3250084186,0.08172,0.999796,NGC4552,15.33,0.995901,Contaminant,207.0049819,-14.99457777,18.718214,16.840883,15.526857,15.933133,15.231354,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328344
68,588017571384328386,189.0686987,12.92000997,1.463456,1.634975,3.460482,1.825507,0.936831,0.3677787232,0.11259,0.527639,NGC4552,15.33,0.222988,Contaminant,401.2613694,-13.49212577,20.007391,18.372416,16.90896,17.435585,16.546909,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328386
69,588017703471022203,188.6034661,12.32476479,1.281515,1.603737,3.218599,1.614862,0.844437,0.3808354976,0.093222,1.0,NGC4552,15.33,0.760163,Contaminant,181.1618775,-13.80786677,19.568018,17.964281,16.682766,17.119844,16.349419,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471022203
70,588017571384328403,189.0917864,12.91210927,1.404391,1.784244,3.496952,1.712708,0.962488,0.3551739589,0.115936,0.938145,NGC4552,15.33,0.693499,Contaminant,157.7748284,-14.16584477,19.508598,17.724354,16.319963,16.761866,16.011646,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328403
71,588017703471153324,188.8537185,12.44110491,1.346271,1.874871,3.575539,1.700668,0.954134,0.3547594006,0.103915,1.0,NGC4552,15.33,0.771494,Contaminant,114.3898599,-13.38646277,20.370253,18.495382,17.149111,17.541248,16.794714,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471153324
72,588017703471218730,189.0006274,12.39959027,1.305822,1.876921,3.552452,1.675531,0.860272,0.3471013637,0.053325,0.612782,NGC4552,15.33,0.287325,Contaminant,279.1977028,-14.97612177,18.688782,16.811861,15.506039,15.951589,15.13633,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471218730
73,588017703471218804,188.9797324,12.37011129,1.235499,1.808437,3.356852,1.548415,0.844826,0.3301170722,0.057745,1.0,NGC4552,15.33,0.725886,Contaminant,213.3631947,-15.42797377,18.153,16.344563,15.109064,15.499737,14.796148,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471218804
74,588017703471218844,189.0590158,12.43962214,1.159926,1.853216,3.287577,1.434361,0.786665,0.349415968,0.056878,1.0,NGC4552,15.33,0.939378,Contaminant,157.1961743,-13.61536677,19.952225,18.099009,16.939083,17.312344,16.664648,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471218844
75,588017703471284376,189.1094275,12.42465478,1.204877,1.832238,3.365384,1.533146,0.822669,0.3768993285,0.044336,0.945209,NGC4552,15.33,0.672524,Contaminant,164.7340109,-14.25131677,19.331301,17.499063,16.294186,16.676394,15.965917,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471284376
76,588017703471284381,189.1099845,12.40293438,1.284246,1.962395,3.562742,1.600347,0.830024,0.3582798057,0.063066,0.694666,NGC4552,15.33,0.643198,Contaminant,135.0664187,-13.41742977,20.3027,18.340305,17.056059,17.510281,16.739958,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471284381
77,588017566565007495,188.4657661,12.61768434,1.415515,2.023149,3.787656,1.764507,0.986913,0.3158754336,0.101265,0.995724,NGC4552,15.33,0.941183,Contaminant,435.3400623,-16.30924977,17.628523,15.605374,14.189859,14.618461,13.840867,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566565007495
78,588017566565007496,188.4577848,12.62241659,1.40669,2.071295,3.830549,1.759254,0.972551,0.2993604464,0.095113,1.0,NGC4552,15.33,0.766132,Contaminant,233.5012438,-15.04731877,18.924238,16.852943,15.446253,15.880392,15.093689,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566565007496
79,588017566565007555,188.48656,12.62574992,1.421053,2.071686,3.858139,1.786453,0.969345,0.3562091204,0.087504,0.791575,NGC4552,15.33,0.402451,Contaminant,210.0372165,-14.19455477,19.774187,17.702501,16.281448,16.733156,15.916048,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566565007555
80,588017570847457484,189.1211037,12.6063621,1.268851,1.916747,3.512489,1.595742,0.861919,0.3759595319,0.049701,0.894509,NGC4552,15.33,0.871403,Contaminant,257.4982862,-15.07941177,18.626965,16.710218,15.441367,15.848299,15.114476,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017570847457484
81,588017571384328426,189.1060309,12.97888129,1.460275,1.660528,3.457065,1.796537,0.954704,0.385718225,0.131439,0.698803,NGC4552,15.33,0.511512,Contaminant,479.6060472,-15.02608377,18.516859,16.856331,15.396056,15.901627,15.059794,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328426
82,588017571384393868,189.1436889,12.92403375,1.17244,1.315098,2.78792,1.472822,0.765953,0.3887918064,0.123702,1.0,NGC4552,15.33,0.432902,Contaminant,356.58298,-13.27734277,19.731419,18.416321,17.243881,17.650368,16.943499,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384393868
83,588017703470956676,188.4114894,12.46145026,1.407833,1.650928,3.383446,1.732518,0.989663,0.424512838,0.132412,0.837864,NGC4552,15.33,0.82688,Contaminant,131.2042107,-13.52260377,20.045698,18.39477,16.986937,17.405107,16.662252,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470956676
84,588017703471022188,188.5550664,12.33591335,1.327946,1.676376,3.329786,1.65341,0.913576,0.3252095271,0.105128,1.0,NGC4552,15.33,0.880025,Contaminant,88.76187219,-13.64730177,19.870361,18.193985,16.866039,17.280409,16.540575,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471022188
85,588017703471087724,188.675451,12.30336247,1.428202,1.946281,3.754326,1.808045,0.97469,0.3072752847,0.093624,1.0,NGC4552,15.33,0.707458,Contaminant,139.9690181,-14.09111177,19.75757,17.811289,16.383087,16.836599,16.003244,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471087724
